id,fund_category_fund_level,fund_type_fund_level_3,fund_group_fund_level_2,fund_fund_level_1,department_cost_center_level,division_cost_center_level,cost_center_cost_center_level,account_category_account,account_type_account_level,adopted_budget,amended_budget,fiscal_year,account_description,center_value,fund_value,account_value
135,Governmental Activities,Capital Project Funds,Traffic Mitigation,Traffic Mitigation,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions-Developers & Gov't,2500000.0,2500000.0,2021,Permit Fees - Mitigation,10001,3151,4602
136,Governmental Activities,Capital Project Funds,Traffic Mitigation,Traffic Benefit Fee,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,6058.0,6058.0,2021,Interest Revenue,10001,3160,4451
137,Governmental Activities,Capital Project Funds,Traffic Mitigation,Traffic Benefit Fee,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions-Developers & Gov't,5000.0,5000.0,2021,Permit Fees - Traffic Benefit,10001,3160,4614
138,Governmental Activities,Capital Project Funds,Traffic Mitigation,Blue Oaks Blvd Fee,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,7237.0,7237.0,2021,Interest Revenue,10001,3180,4451
139,Governmental Activities,Capital Project Funds,Traffic Mitigation,Blue Oaks Blvd Fee,Non-Classified,Non-Classified,Non-Classified,Revenue,Contribution in Aid of Construction,0.0,375000.0,2021,Contribution In Aid Of Construction,10001,3180,4681
140,Governmental Activities,Capital Project Funds,Traffic Mitigation,Westpark Drive Fee,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,9972.0,9972.0,2021,Interest Revenue,10001,3181,4451
141,Governmental Activities,Capital Project Funds,Traffic Mitigation,Westpark Drive Fee,Non-Classified,Non-Classified,Non-Classified,Revenue,Contribution in Aid of Construction,0.0,100000.0,2021,Contribution In Aid Of Construction,10001,3181,4681
142,Governmental Activities,Capital Project Funds,Roadway,Roadway,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,23964.0,23964.0,2021,Interest Revenue,10001,3201,4451
143,Governmental Activities,Capital Project Funds,Roadway,Roadway,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,325362.0,325362.0,2021,Transfers In - Operating,10001,3201,4801
144,Governmental Activities,Capital Project Funds,Roadway,Utility Impact Reimbursement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,24393.0,24393.0,2021,Interest Revenue,10001,3210,4451
145,Governmental Activities,Capital Project Funds,Roadway,Utility Impact Reimbursement,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,1742501.0,1742501.0,2021,Transfers In - Operating,10001,3210,4801
146,Governmental Activities,Capital Project Funds,Development Impact,Citywide Park In Lieu,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,456.0,456.0,2021,Interest Revenue,10001,3302,4451
147,Governmental Activities,Capital Project Funds,Development Impact,Citywide Park,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,202555.0,202555.0,2021,Interest Revenue,10001,3303,4451
148,Governmental Activities,Capital Project Funds,Development Impact,Citywide Park - West Roseville SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,246904.0,246904.0,2021,Interest Revenue,10001,3304,4451
149,Governmental Activities,Capital Project Funds,Development Impact,Citywide Park - Sierra Vista SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,13738.0,13738.0,2021,Interest Revenue,10001,3305,4451
150,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Southeast Roseville SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,27.0,27.0,2021,Interest Revenue,10001,3306,4451
151,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Northeast Roseville SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,536.0,536.0,2021,Interest Revenue,10001,3307,4451
152,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - North Central Roseville SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,39323.0,39323.0,2021,Interest Revenue,10001,3308,4451
153,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Northwest Roseville SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,2493.0,2493.0,2021,Interest Revenue,10001,3309,4451
154,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - North Roseville SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,25291.0,25291.0,2021,Interest Revenue,10001,3310,4451
155,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - West Roseville SP,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,238661.0,238661.0,2021,Interest Revenue,10001,3311,4451
156,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Infill,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,32662.0,32662.0,2021,Interest Revenue,10001,3312,4451
157,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Woodcreek East,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,389.0,389.0,2021,Interest Revenue,10001,3313,4451
158,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Stoneridge,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,31523.0,31523.0,2021,Interest Revenue,10001,3314,4451
159,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Highland Reserve,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,255.0,255.0,2021,Interest Revenue,10001,3315,4451
160,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Longmeadow,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,630.0,630.0,2021,Interest Revenue,10001,3316,4451
161,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Fiddyment 44/Walaire,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,5978.0,5978.0,2021,Interest Revenue,10001,3317,4451
162,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Westbrook,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,34083.0,34083.0,2021,Interest Revenue,10001,3318,4451
163,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Sierra Vista,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,684.0,684.0,2021,Interest Revenue,10001,3319,4451
164,Governmental Activities,Capital Project Funds,Development Impact,Neighborhood Park - Campus Oaks,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,509.0,509.0,2021,Interest Revenue,10001,3321,4451
165,Governmental Activities,Capital Project Funds,Development Impact,SVSP Fee Program - Admin,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,220000.0,220000.0,2021,Administrative Fees,10001,3345,4390
166,Governmental Activities,Capital Project Funds,Development Impact,SVSP Fee Program - Admin,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,7023.0,7023.0,2021,Interest Revenue,10001,3345,4451
167,Governmental Activities,Capital Project Funds,Development Impact,Public Facilities,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,122956.0,122956.0,2021,Interest Revenue,10001,3355,4451
168,Governmental Activities,Capital Project Funds,Development Impact,Public Facilities,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions-Developers & Gov't,3100000.0,3100000.0,2021,Permit Fees - Public Facilities,10001,3355,4603
169,Governmental Activities,Capital Project Funds,Development Impact,Fire Facilities,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,1200000.0,1200000.0,2021,Permit Fees - Fire Facilities Fees,10001,3360,4211
170,Governmental Activities,Capital Project Funds,Development Impact,Fire Facilities,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,49161.0,49161.0,2021,Interest Revenue,10001,3360,4451
171,Governmental Activities,Capital Project Funds,Development Impact,Downtown Parking,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,1501.0,1501.0,2021,Interest Revenue,10001,3365,4451
172,Governmental Activities,Capital Project Funds,Development Impact,Downtown Benefit,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,1823.0,1823.0,2021,Interest Revenue,10001,3367,4451
173,Governmental Activities,Capital Project Funds,Development Impact,Air Quality Mitigation,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions-Developers & Gov't,41000.0,41000.0,2021,Permit Fees - Mitigation,10001,3375,4602
174,Governmental Activities,Capital Project Funds,Development Impact,Bike Trail,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,4651.0,4651.0,2021,Interest Revenue,10001,3380,4451
175,Governmental Activities,Capital Project Funds,Development Impact,Bike Trail,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,128005.0,128005.0,2021,Transfers In - Operating,10001,3380,4801
176,Governmental Activities,Capital Project Funds,Development Impact,Pleasant Grove Drainage Basin,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,168552.0,168552.0,2021,Interest Revenue,10001,3385,4451
177,Governmental Activities,Capital Project Funds,Development Impact,Pleasant Grove Drainage Basin,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions-Developers & Gov't,440000.0,440000.0,2021,Permit Fees - Mitigation,10001,3385,4602
178,Governmental Activities,Capital Project Funds,Development Impact,Traffic Coordination,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,50515.0,50515.0,2021,Interest Revenue,10001,3390,4451
179,Governmental Activities,Capital Project Funds,Development Impact,City County Mitigation,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,95494.0,95494.0,2021,Interest Revenue,10001,3395,4451
180,Governmental Activities,Capital Project Funds,Development Impact,City County Mitigation,Non-Classified,Non-Classified,Non-Classified,Revenue,Capital Contributions-Developers & Gov't,750000.0,750000.0,2021,Permit Fees - Mitigation,10001,3395,4602
181,Governmental Activities,Capital Project Funds,Al Johnson Wildlife Area,Al Johnson Wildlife Area,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,22785.0,22785.0,2021,Interest Revenue,10001,3410,4451
182,Governmental Activities,Permanent Funds,Citizens Benefit Fund,Citizens Benefit,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,375000.0,375000.0,2021,Interest Revenue,10001,3901,4451
183,Governmental Activities,Permanent Funds,Citizens Benefit Fund,Citizens Benefit,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,0.0,1044840.0,2021,Transfers In - Operating,10001,3901,4801
184,Governmental Activities,Internal Services Funds,Fleet,Fleet Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,21444.0,21444.0,2021,Interest Revenue,10001,4001,4451
185,Governmental Activities,Internal Services Funds,Fleet,Fleet Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,585670.0,585670.0,2021,Interest Revenue,10001,4005,4451
186,Governmental Activities,Internal Services Funds,Fleet,Fleet Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,161162.0,161162.0,2021,Interest on Notes and Loans,10001,4005,4457
187,Governmental Activities,Internal Services Funds,Fleet,Fleet Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Transfers,566787.0,566787.0,2021,Transfers In - Loans,10001,4005,4890
188,Governmental Activities,Internal Services Funds,Equipment,Equipment Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,300000.0,300000.0,2021,Internal Service Charges - Rates,10001,4031,4251
189,Governmental Activities,Internal Services Funds,Equipment,Equipment Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,12036.0,12036.0,2021,Interest Revenue,10001,4031,4451
190,Governmental Activities,Internal Services Funds,Facilities,Facility Services,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,10669.0,10669.0,2021,Interest Revenue,10001,4061,4451
191,Governmental Activities,Internal Services Funds,Facilities,Facility Rehabilitation,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,16887.0,16887.0,2021,Interest Revenue,10001,4065,4451
192,Governmental Activities,Internal Services Funds,IT,Information Technology Operations,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,12214776.0,12214776.0,2021,Internal Service Charges - Rates,10001,4101,4251
193,Governmental Activities,Internal Services Funds,IT,Information Technology Operations,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,10320.0,10320.0,2021,Interest Revenue,10001,4101,4451
194,Governmental Activities,Internal Services Funds,IT,Information Technology Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,410286.0,410286.0,2021,Internal Service Charges - Rates,10001,4105,4251
195,Governmental Activities,Internal Services Funds,IT,Information Technology Replacement,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,14770.0,14770.0,2021,Interest Revenue,10001,4105,4451
196,Governmental Activities,Internal Services Funds,Workers Compensation,Workers Compensation,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,233542.0,233542.0,2021,Interest Revenue,10001,4211,4451
197,Governmental Activities,Internal Services Funds,General Liability,General Liability,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,79773.0,79773.0,2021,Interest Revenue,10001,4231,4451
198,Governmental Activities,Internal Services Funds,Unemployment Insurance,Unemployment Insurance,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,175049.0,285049.0,2021,Self Insurance Premiums,10001,4251,4255
199,Governmental Activities,Internal Services Funds,Unemployment Insurance,Unemployment Insurance,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,20935.0,20935.0,2021,Interest Revenue,10001,4251,4451
200,Governmental Activities,Internal Services Funds,General Benefits,Vision Insurance,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,174156.0,174156.0,2021,Self Insurance Premiums,10001,4271,4255
201,Governmental Activities,Internal Services Funds,General Benefits,Vision Insurance,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,5830.0,5830.0,2021,Interest Revenue,10001,4271,4451
202,Governmental Activities,Internal Services Funds,General Benefits,Dental Insurance,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,1575322.0,1575322.0,2021,Self Insurance Premiums,10001,4274,4255
203,Governmental Activities,Internal Services Funds,General Benefits,Dental Insurance,Non-Classified,Non-Classified,Non-Classified,Revenue,Use of Property & Money,15547.0,15547.0,2021,Interest Revenue,10001,4274,4451
204,Governmental Activities,Internal Services Funds,General Benefits,Section 125 Cafeteria Plan,Non-Classified,Non-Classified,Non-Classified,Revenue,Charges for Services,422930.0,422930.0,2021,Self Insurance Premiums,10001,4276,4255
